Tweet_ID,Tanggal,Tahun,Bulan,Nama_Bulan,Platform,Provinsi_User,Teks,Sentimen,Likes,Retweet_Share,Replies,Hashtags,Verified_Account,Follower_Category
TW-009488,2024-05-01,2024,5,May,Facebook,Kalimantan Timur,Apa saja jenis makanan yang diberikan dalam program MBG? #AntiStunting,Netral,44,23,1,#AntiStunting,False,Small (1k-10k)
TW-009489,2025-04-01,2025,4,April,Instagram,Bali,"Salut dengan program MBG, distribusi di desa kami sudah lancar #MBG",Positif,26,39,9,#MBG,False,Small (1k-10k)
TW-009490,2024-05-01,2024,5,May,Twitter/X,Sumatera Utara,MBG berdampak positif bagi masyarakat kurang mampu di daerah kami #ProgramGizi #ProgramPemerintah,Positif,8,10,0,#ProgramGizi #ProgramPemerintah,False,Small (1k-10k)
TW-009491,2025-03-01,2025,3,March,Twitter/X,Papua,Update terbaru pelaksanaan program MBG di Jawa Barat #ProgramGizi #IndonesiaSehat #GiziAnak,Netral,25,11,0,#ProgramGizi #IndonesiaSehat #GiziAnak,False,Micro (<1k)
TW-009492,2024-05-01,2024,5,May,Twitter/X,DKI Jakarta,Anak stunting berkurang berkat program gizi gratis ini #ProgramGizi #AnakIndonesia,Positif,76,11,11,#ProgramGizi #AnakIndonesia,False,Micro (<1k)
TW-009493,2024-11-01,2024,11,November,Twitter/X,Sulawesi Selatan,"Program MBG sangat inovatif, semoga terus berlanjut #ProgramGizi",Positif,165,4,1,#ProgramGizi,True,Medium (10k-100k)
TW-009494,2024-12-01,2024,12,December,Facebook,Papua,"MBG baru diluncurkan di daerah kami, masih menunggu perkembangan #ProgramPemerintah",Netral,49,3,5,#ProgramPemerintah,False,Small (1k-10k)
TW-009495,2024-04-01,2024,4,April,Twitter/X,Sumatera Selatan,MBG adalah program pro-rakyat yang benar-benar dirasakan manfaatnya 💪 #GiziAnak #AntiStunting,Positif,11,3,2,#GiziAnak #AntiStunting,False,Small (1k-10k)
TW-009496,2024-03-01,2024,3,March,Twitter/X,Papua,Update terbaru pelaksanaan program MBG di Jawa Barat #GiziAnak #ProgramGizi,Netral,27,16,9,#GiziAnak #ProgramGizi,False,Micro (<1k)
TW-009497,2025-06-01,2025,6,June,Twitter/X,Kalimantan Timur,Belum semua desa terjangkau program MBG #BalitaSehat #IndonesiaSehat #GiziAnak,Negatif,40,47,1,#BalitaSehat #IndonesiaSehat #GiziAnak,False,Micro (<1k)
TW-009498,2024-04-01,2024,4,April,Instagram,Kalimantan Barat,Ada yang tahu syarat penerima manfaat MBG untuk balita? #ProgramGizi #GiziGratis #GiziAnak,Netral,12,3,1,#ProgramGizi #GiziGratis #GiziAnak,False,Medium (10k-100k)
TW-009499,2025-05-01,2025,5,May,Instagram,Sulawesi Tengah,Program MBG sudah mulai di provinsi saya bulan ini #MBG,Netral,68,39,7,#MBG,False,Small (1k-10k)
TW-009500,2024-07-01,2024,7,July,Instagram,Sulawesi Selatan,Transparansi anggaran MBG perlu diawasi lebih ketat #GiziAnak,Negatif,274,22,16,#GiziAnak,True,Small (1k-10k)
TW-009501,2025-04-01,2025,4,April,Facebook,Kalimantan Barat,Kapan program MBG mulai menjangkau kabupaten kami? #GiziAnak #AnakIndonesia #MakanBergiziGratis,Netral,27,2,2,#GiziAnak #AnakIndonesia #MakanBergiziGratis,False,Micro (<1k)
TW-009502,2024-01-01,2024,1,January,Twitter/X,Kalimantan Timur,Proses verifikasi penerima MBG berapa lama? #ProgramGizi,Netral,24,6,5,#ProgramGizi,False,Micro (<1k)
TW-009503,2024-11-01,2024,11,November,TikTok,Sulawesi Tengah,Update terbaru pelaksanaan program MBG di Jawa Barat #MakanBergiziGratis,Netral,227,2,6,#MakanBergiziGratis,False,Large (>100k)
TW-009504,2024-08-01,2024,8,August,Instagram,Nusa Tenggara Barat,Bagaimana mekanisme pendaftaran MBG untuk wilayah terpencil? #ProgramPemerintah #BalitaSehat #MBG,Netral,67,55,2,#ProgramPemerintah #BalitaSehat #MBG,False,Micro (<1k)
TW-009505,2024-05-01,2024,5,May,Facebook,Sulawesi Selatan,"Salut dengan program MBG, distribusi di desa kami sudah lancar #MBG",Positif,55,1,1,#MBG,False,Micro (<1k)
TW-009506,2024-04-01,2024,4,April,Twitter/X,Sulawesi Selatan,Anggaran MBG 2025 berapa ya? Ada yang tahu? #AntiStunting #MBG #AnakIndonesia,Netral,8,12,3,#AntiStunting #MBG #AnakIndonesia,False,Micro (<1k)
TW-009507,2024-05-01,2024,5,May,Twitter/X,Jawa Timur,"Mantap! Program MBG nyata hasilnya, berat badan balita naik #ProgramPemerintah",Positif,7,8,8,#ProgramPemerintah,False,Micro (<1k)
TW-009508,2024-10-01,2024,10,October,Instagram,Riau,"Mantap! Program MBG nyata hasilnya, berat badan balita naik #MakanBergiziGratis #IndonesiaSehat #ProgramGizi",Positif,2,25,10,#MakanBergiziGratis #IndonesiaSehat #ProgramGizi,False,Micro (<1k)
TW-009509,2024-11-01,2024,11,November,Twitter/X,Kalimantan Timur,"Jangan hanya proyek, harus ada dampak nyata pengurangan stunting #GiziAnak",Negatif,14,0,0,#GiziAnak,False,Micro (<1k)
TW-009510,2025-05-01,2025,5,May,Twitter/X,Nusa Tenggara Barat,MBG berdampak positif bagi masyarakat kurang mampu di daerah kami #ProgramGizi #AntiStunting,Positif,383,0,0,#ProgramGizi #AntiStunting,False,Micro (<1k)
TW-009511,2024-06-01,2024,6,June,Instagram,DKI Jakarta,"Salut dengan program MBG, distribusi di desa kami sudah lancar #GiziAnak #MakanBergiziGratis #MBG",Positif,47,3,16,#GiziAnak #MakanBergiziGratis #MBG,True,Micro (<1k)
TW-009512,2024-02-01,2024,2,February,Twitter/X,Sumatera Selatan,Belum semua desa terjangkau program MBG #AnakIndonesia #BalitaSehat #IndonesiaSehat,Negatif,6,16,25,#AnakIndonesia #BalitaSehat #IndonesiaSehat,False,Small (1k-10k)
TW-009513,2024-07-01,2024,7,July,Facebook,Jawa Barat,"Posyandu kami ramai berkat MBG, ibu-ibu antusias hadir #AntiStunting #GiziAnak #IndonesiaSehat",Positif,91,23,1,#AntiStunting #GiziAnak #IndonesiaSehat,False,Micro (<1k)
TW-009514,2024-11-01,2024,11,November,Facebook,Lampung,Birokrasi pendaftaran MBG terlalu rumit untuk masyarakat awam #ProgramGizi,Negatif,4,2,3,#ProgramGizi,False,Micro (<1k)
TW-009515,2025-05-01,2025,5,May,Twitter/X,Riau,"Gizi anak meningkat sejak ada MBG, anak lebih fokus belajar #ProgramGizi",Positif,96,24,2,#ProgramGizi,False,Micro (<1k)
TW-009516,2024-05-01,2024,5,May,TikTok,Aceh,MBG adalah program pro-rakyat yang benar-benar dirasakan manfaatnya 💪 #BalitaSehat #GiziAnak #ProgramGizi,Positif,47,6,6,#BalitaSehat #GiziAnak #ProgramGizi,False,Medium (10k-100k)
TW-009517,2024-12-01,2024,12,December,YouTube,Nusa Tenggara Timur,Ada indikasi penyelewengan distribusi MBG di beberapa daerah #AntiStunting,Negatif,31,24,2,#AntiStunting,False,Micro (<1k)
TW-009518,2024-08-01,2024,8,August,Twitter/X,Nusa Tenggara Timur,Terima kasih pemerintah atas program makan bergizi gratis #MakanBergiziGratis #ProgramGizi #MBG,Positif,164,13,3,#MakanBergiziGratis #ProgramGizi #MBG,False,Medium (10k-100k)
TW-009519,2024-10-01,2024,10,October,Facebook,Nusa Tenggara Timur,Birokrasi pendaftaran MBG terlalu rumit untuk masyarakat awam #IndonesiaSehat,Negatif,108,9,18,#IndonesiaSehat,False,Small (1k-10k)
TW-009520,2024-06-01,2024,6,June,YouTube,Jawa Barat,Program MBG sangat membantu keluarga kami! Anak-anak lebih sehat 🙏 #ProgramPemerintah,Positif,24,23,8,#ProgramPemerintah,False,Micro (<1k)
TW-009521,2025-05-01,2025,5,May,Twitter/X,Nusa Tenggara Timur,Kenapa program MBG belum sampai ke wilayah terpencil kami? #MakanBergiziGratis #AntiStunting #MBG,Negatif,49,0,2,#MakanBergiziGratis #AntiStunting #MBG,False,Small (1k-10k)
TW-009522,2025-06-01,2025,6,June,Twitter/X,Kalimantan Barat,Kapan program MBG mulai menjangkau kabupaten kami? #BalitaSehat #GiziGratis #GiziAnak,Netral,40,1,19,#BalitaSehat #GiziGratis #GiziAnak,False,Medium (10k-100k)
TW-009523,2024-04-01,2024,4,April,Twitter/X,Kalimantan Timur,Ada indikasi penyelewengan distribusi MBG di beberapa daerah #GiziGratis,Negatif,39,45,4,#GiziGratis,False,Small (1k-10k)
TW-009524,2025-02-01,2025,2,February,Twitter/X,Kalimantan Timur,Makanan MBG kadang tidak sesuai kebutuhan gizi lokal #MBG,Negatif,16,0,7,#MBG,False,Medium (10k-100k)
TW-009525,2025-02-01,2025,2,February,Twitter/X,Sulawesi Selatan,Update terbaru pelaksanaan program MBG di Jawa Barat #AntiStunting #GiziAnak #BalitaSehat,Netral,7,21,10,#AntiStunting #GiziAnak #BalitaSehat,False,Micro (<1k)
TW-009526,2024-04-01,2024,4,April,Instagram,Jawa Timur,"Posyandu kami ramai berkat MBG, ibu-ibu antusias hadir #ProgramGizi",Positif,40,7,8,#ProgramGizi,False,Small (1k-10k)
TW-009527,2024-04-01,2024,4,April,Twitter/X,Sumatera Utara,Program MBG bagus tapi implementasi masih banyak masalah #BalitaSehat #GiziGratis,Negatif,7,4,5,#BalitaSehat #GiziGratis,False,Micro (<1k)
TW-009528,2024-06-01,2024,6,June,Twitter/X,Nusa Tenggara Timur,Proses verifikasi penerima MBG berapa lama? #IndonesiaSehat #GiziAnak #BalitaSehat,Netral,0,19,1,#IndonesiaSehat #GiziAnak #BalitaSehat,False,Small (1k-10k)
TW-009529,2024-09-01,2024,9,September,Twitter/X,Lampung,Program MBG sudah mulai di provinsi saya bulan ini #MBG #ProgramPemerintah,Netral,42,0,0,#MBG #ProgramPemerintah,False,Micro (<1k)
TW-009530,2024-05-01,2024,5,May,Twitter/X,Nusa Tenggara Barat,Update terbaru pelaksanaan program MBG di Jawa Barat #IndonesiaSehat #ProgramPemerintah #ProgramGizi,Netral,12,16,6,#IndonesiaSehat #ProgramPemerintah #ProgramGizi,False,Micro (<1k)
TW-009531,2024-03-01,2024,3,March,Instagram,Sumatera Selatan,"Gizi anak meningkat sejak ada MBG, anak lebih fokus belajar #GiziAnak #GiziGratis #ProgramPemerintah",Positif,132,27,17,#GiziAnak #GiziGratis #ProgramPemerintah,False,Large (>100k)
TW-009532,2024-12-01,2024,12,December,Twitter/X,DKI Jakarta,Belum semua desa terjangkau program MBG #MBG #GiziGratis #AntiStunting,Negatif,50,1,2,#MBG #GiziGratis #AntiStunting,False,Micro (<1k)
TW-009533,2024-10-01,2024,10,October,TikTok,Nusa Tenggara Timur,MBG adalah program pro-rakyat yang benar-benar dirasakan manfaatnya 💪 #MBG #MakanBergiziGratis,Positif,36,5,0,#MBG #MakanBergiziGratis,True,Small (1k-10k)
TW-009534,2024-08-01,2024,8,August,Facebook,Sumatera Utara,Proses verifikasi penerima MBG berapa lama? #ProgramGizi #AnakIndonesia #AntiStunting,Netral,129,2,8,#ProgramGizi #AnakIndonesia #AntiStunting,False,Medium (10k-100k)
TW-009535,2025-06-01,2025,6,June,YouTube,DKI Jakarta,Proses verifikasi penerima MBG berapa lama? #ProgramGizi #IndonesiaSehat #MBG,Netral,72,17,3,#ProgramGizi #IndonesiaSehat #MBG,False,Micro (<1k)
TW-009536,2024-02-01,2024,2,February,Twitter/X,Nusa Tenggara Timur,"Kualitas makanan MBG perlu ditingkatkan, tidak selalu bergizi #BalitaSehat",Negatif,40,21,7,#BalitaSehat,False,Small (1k-10k)
TW-009537,2024-07-01,2024,7,July,Instagram,Lampung,Anggaran MBG 2025 berapa ya? Ada yang tahu? #MakanBergiziGratis #BalitaSehat #IndonesiaSehat,Netral,37,2,8,#MakanBergiziGratis #BalitaSehat #IndonesiaSehat,False,Small (1k-10k)
TW-009538,2025-06-01,2025,6,June,Facebook,Jawa Barat,Terima kasih pemerintah atas program makan bergizi gratis #MBG #AnakIndonesia,Positif,19,0,1,#MBG #AnakIndonesia,False,Micro (<1k)
TW-009539,2024-06-01,2024,6,June,Facebook,Sulawesi Tengah,Informasi jadwal distribusi MBG di kecamatan? #MBG,Netral,45,14,1,#MBG,True,Medium (10k-100k)
TW-009540,2024-04-01,2024,4,April,Instagram,Jawa Barat,Update terbaru pelaksanaan program MBG di Jawa Barat #MBG #AntiStunting #ProgramGizi,Netral,12,20,11,#MBG #AntiStunting #ProgramGizi,True,Micro (<1k)
TW-009541,2024-06-01,2024,6,June,YouTube,Jawa Tengah,"Salut dengan program MBG, distribusi di desa kami sudah lancar #IndonesiaSehat",Positif,4,5,2,#IndonesiaSehat,False,Micro (<1k)
TW-009542,2024-02-01,2024,2,February,Twitter/X,Aceh,MBG berdampak positif bagi masyarakat kurang mampu di daerah kami #IndonesiaSehat #GiziAnak #MakanBergiziGratis,Positif,11,19,13,#IndonesiaSehat #GiziAnak #MakanBergiziGratis,False,Small (1k-10k)
TW-009543,2024-12-01,2024,12,December,TikTok,Aceh,Makanan MBG kadang tidak sesuai kebutuhan gizi lokal #ProgramGizi #GiziAnak,Negatif,18,80,2,#ProgramGizi #GiziAnak,False,Medium (10k-100k)
TW-009544,2024-01-01,2024,1,January,Twitter/X,Nusa Tenggara Barat,Informasi jadwal distribusi MBG di kecamatan? #GiziGratis #MBG,Netral,6,1,8,#GiziGratis #MBG,False,Micro (<1k)
TW-009545,2024-03-01,2024,3,March,Twitter/X,Lampung,Kapan program MBG mulai menjangkau kabupaten kami? #MBG #IndonesiaSehat #BalitaSehat,Netral,98,16,4,#MBG #IndonesiaSehat #BalitaSehat,False,Micro (<1k)
TW-009546,2025-02-01,2025,2,February,Facebook,Sulawesi Tengah,"Program MBG sangat inovatif, semoga terus berlanjut #ProgramGizi #MakanBergiziGratis #BalitaSehat",Positif,97,0,13,#ProgramGizi #MakanBergiziGratis #BalitaSehat,False,Small (1k-10k)
TW-009547,2024-04-01,2024,4,April,Twitter/X,Sulawesi Selatan,Makanan MBG kadang tidak sesuai kebutuhan gizi lokal #AnakIndonesia #ProgramPemerintah #MakanBergiziGratis,Negatif,36,14,2,#AnakIndonesia #ProgramPemerintah #MakanBergiziGratis,False,Micro (<1k)
TW-009548,2025-04-01,2025,4,April,Twitter/X,Jawa Tengah,MBG berdampak positif bagi masyarakat kurang mampu di daerah kami #AnakIndonesia #IndonesiaSehat #GiziGratis,Positif,62,33,0,#AnakIndonesia #IndonesiaSehat #GiziGratis,False,Micro (<1k)
TW-009549,2024-09-01,2024,9,September,Instagram,Riau,Program MBG sangat membantu keluarga kami! Anak-anak lebih sehat 🙏 #MBG,Positif,5,30,5,#MBG,True,Small (1k-10k)
TW-009550,2025-05-01,2025,5,May,Twitter/X,Kalimantan Timur,Transparansi anggaran MBG perlu diawasi lebih ketat #BalitaSehat #MBG,Negatif,129,15,4,#BalitaSehat #MBG,False,Small (1k-10k)
TW-009551,2024-11-01,2024,11,November,Instagram,Papua,Update terbaru pelaksanaan program MBG di Jawa Barat #ProgramGizi #GiziAnak,Netral,67,9,7,#ProgramGizi #GiziAnak,False,Small (1k-10k)
TW-009552,2024-08-01,2024,8,August,Facebook,DKI Jakarta,Terima kasih pemerintah atas program makan bergizi gratis #ProgramGizi #IndonesiaSehat #MBG,Positif,78,12,3,#ProgramGizi #IndonesiaSehat #MBG,False,Micro (<1k)
TW-009553,2024-01-01,2024,1,January,Twitter/X,Riau,Informasi jadwal distribusi MBG di kecamatan? #MBG #GiziAnak #BalitaSehat,Netral,15,26,4,#MBG #GiziAnak #BalitaSehat,False,Medium (10k-100k)
TW-009554,2025-02-01,2025,2,February,Twitter/X,Kalimantan Barat,"Gizi anak meningkat sejak ada MBG, anak lebih fokus belajar #ProgramGizi #GiziAnak #AnakIndonesia",Positif,58,19,5,#ProgramGizi #GiziAnak #AnakIndonesia,False,Micro (<1k)
TW-009555,2025-03-01,2025,3,March,Facebook,Nusa Tenggara Barat,"Program MBG sangat inovatif, semoga terus berlanjut #GiziGratis #ProgramGizi",Positif,11,52,0,#GiziGratis #ProgramGizi,True,Medium (10k-100k)
TW-009556,2024-09-01,2024,9,September,Instagram,Sulawesi Tengah,Kapan program MBG mulai menjangkau kabupaten kami? #AntiStunting #GiziAnak,Netral,68,14,4,#AntiStunting #GiziAnak,False,Large (>100k)
TW-009557,2024-12-01,2024,12,December,Facebook,Kalimantan Barat,Ada yang tahu syarat penerima manfaat MBG untuk balita? #GiziAnak,Netral,65,5,8,#GiziAnak,False,Small (1k-10k)
TW-009558,2024-06-01,2024,6,June,Twitter/X,Nusa Tenggara Timur,Terima kasih pemerintah atas program makan bergizi gratis #MBG #ProgramGizi #MakanBergiziGratis,Positif,145,9,19,#MBG #ProgramGizi #MakanBergiziGratis,False,Micro (<1k)
TW-009559,2024-07-01,2024,7,July,Twitter/X,DKI Jakarta,Anak stunting berkurang berkat program gizi gratis ini #ProgramGizi #BalitaSehat,Positif,51,5,15,#ProgramGizi #BalitaSehat,True,Micro (<1k)
TW-009560,2024-06-01,2024,6,June,Twitter/X,Sulawesi Selatan,Terima kasih pemerintah atas program makan bergizi gratis #MakanBergiziGratis,Positif,26,44,0,#MakanBergiziGratis,False,Micro (<1k)
TW-009561,2025-05-01,2025,5,May,Twitter/X,Kalimantan Timur,Ada indikasi penyelewengan distribusi MBG di beberapa daerah #MBG #AntiStunting,Negatif,0,11,16,#MBG #AntiStunting,True,Small (1k-10k)
TW-009562,2024-10-01,2024,10,October,Twitter/X,Sulawesi Selatan,"Posyandu kami ramai berkat MBG, ibu-ibu antusias hadir #ProgramPemerintah",Positif,2,11,0,#ProgramPemerintah,False,Micro (<1k)
TW-009563,2025-02-01,2025,2,February,Twitter/X,Jawa Barat,"Salut dengan program MBG, distribusi di desa kami sudah lancar #AnakIndonesia #ProgramPemerintah #GiziGratis",Positif,22,16,0,#AnakIndonesia #ProgramPemerintah #GiziGratis,False,Micro (<1k)
TW-009564,2024-09-01,2024,9,September,Instagram,Papua,"MBG baru diluncurkan di daerah kami, masih menunggu perkembangan #AntiStunting",Netral,6,46,3,#AntiStunting,False,Micro (<1k)
TW-009565,2024-06-01,2024,6,June,Instagram,Sulawesi Selatan,"Program MBG sangat inovatif, semoga terus berlanjut #BalitaSehat #MakanBergiziGratis #GiziGratis",Positif,5,24,20,#BalitaSehat #MakanBergiziGratis #GiziGratis,False,Micro (<1k)
TW-009566,2024-12-01,2024,12,December,Instagram,Sumatera Selatan,Bagaimana mekanisme pendaftaran MBG untuk wilayah terpencil? #AnakIndonesia #GiziGratis #GiziAnak,Netral,21,7,17,#AnakIndonesia #GiziGratis #GiziAnak,False,Micro (<1k)
TW-009567,2024-02-01,2024,2,February,Twitter/X,Sulawesi Tengah,Update terbaru pelaksanaan program MBG di Jawa Barat #AnakIndonesia,Netral,48,21,4,#AnakIndonesia,False,Small (1k-10k)
TW-009568,2024-03-01,2024,3,March,Twitter/X,Jawa Tengah,MBG berdampak positif bagi masyarakat kurang mampu di daerah kami #GiziGratis #ProgramGizi #MBG,Positif,40,26,8,#GiziGratis #ProgramGizi #MBG,False,Micro (<1k)
TW-009569,2024-09-01,2024,9,September,Twitter/X,Papua,"MBG baru diluncurkan di daerah kami, masih menunggu perkembangan #MBG #AnakIndonesia",Netral,24,16,10,#MBG #AnakIndonesia,False,Micro (<1k)
TW-009570,2024-01-01,2024,1,January,Twitter/X,Kalimantan Timur,Program MBG sangat membantu keluarga kami! Anak-anak lebih sehat 🙏 #AnakIndonesia,Positif,74,17,24,#AnakIndonesia,False,Micro (<1k)
TW-009571,2025-02-01,2025,2,February,TikTok,DKI Jakarta,"Program MBG sangat inovatif, semoga terus berlanjut #BalitaSehat #GiziAnak",Positif,132,8,10,#BalitaSehat #GiziAnak,False,Micro (<1k)
TW-009572,2025-01-01,2025,1,January,Instagram,Bali,"Mantap! Program MBG nyata hasilnya, berat badan balita naik #GiziAnak",Positif,21,3,2,#GiziAnak,False,Small (1k-10k)
TW-009573,2024-01-01,2024,1,January,Facebook,Nusa Tenggara Barat,Update terbaru pelaksanaan program MBG di Jawa Barat #BalitaSehat,Netral,47,13,1,#BalitaSehat,False,Small (1k-10k)
TW-009574,2025-03-01,2025,3,March,Facebook,Jawa Barat,Anggaran MBG 2025 berapa ya? Ada yang tahu? #AntiStunting #GiziGratis,Netral,100,8,11,#AntiStunting #GiziGratis,False,Micro (<1k)
TW-009575,2024-03-01,2024,3,March,Facebook,Nusa Tenggara Barat,Apa saja jenis makanan yang diberikan dalam program MBG? #MakanBergiziGratis #GiziGratis,Netral,122,4,18,#MakanBergiziGratis #GiziGratis,False,Micro (<1k)
TW-009576,2024-06-01,2024,6,June,Instagram,Sulawesi Selatan,Kapan program MBG mulai menjangkau kabupaten kami? #GiziGratis #MakanBergiziGratis #MBG,Netral,9,19,1,#GiziGratis #MakanBergiziGratis #MBG,False,Medium (10k-100k)
TW-009577,2024-02-01,2024,2,February,Twitter/X,Papua,"Posyandu kami ramai berkat MBG, ibu-ibu antusias hadir #IndonesiaSehat #BalitaSehat #ProgramGizi",Positif,192,30,21,#IndonesiaSehat #BalitaSehat #ProgramGizi,False,Micro (<1k)
TW-009578,2024-11-01,2024,11,November,Twitter/X,Aceh,MBG berdampak positif bagi masyarakat kurang mampu di daerah kami #ProgramPemerintah #BalitaSehat,Positif,7,11,4,#ProgramPemerintah #BalitaSehat,False,Small (1k-10k)
TW-009579,2024-10-01,2024,10,October,Facebook,Bali,Ada indikasi penyelewengan distribusi MBG di beberapa daerah #AntiStunting #MakanBergiziGratis,Negatif,2,35,17,#AntiStunting #MakanBergiziGratis,False,Micro (<1k)
TW-009580,2024-01-01,2024,1,January,Facebook,Riau,Program MBG sangat membantu keluarga kami! Anak-anak lebih sehat 🙏 #GiziAnak #GiziGratis,Positif,3,0,4,#GiziAnak #GiziGratis,False,Medium (10k-100k)
TW-009581,2024-06-01,2024,6,June,Twitter/X,Riau,Bagaimana mekanisme pendaftaran MBG untuk wilayah terpencil? #MakanBergiziGratis #GiziAnak,Netral,13,0,10,#MakanBergiziGratis #GiziAnak,False,Micro (<1k)
TW-009582,2024-04-01,2024,4,April,Instagram,Sulawesi Tengah,Program MBG sangat membantu keluarga kami! Anak-anak lebih sehat 🙏 #AntiStunting #ProgramGizi,Positif,140,14,10,#AntiStunting #ProgramGizi,False,Small (1k-10k)
TW-009583,2025-02-01,2025,2,February,Instagram,Kalimantan Timur,"Program MBG sangat inovatif, semoga terus berlanjut #AnakIndonesia #ProgramPemerintah",Positif,38,2,3,#AnakIndonesia #ProgramPemerintah,True,Micro (<1k)
TW-009584,2024-06-01,2024,6,June,YouTube,Jawa Barat,Anggaran MBG 2025 berapa ya? Ada yang tahu? #AntiStunting #BalitaSehat #MakanBergiziGratis,Netral,66,16,4,#AntiStunting #BalitaSehat #MakanBergiziGratis,False,Micro (<1k)
TW-009585,2025-06-01,2025,6,June,TikTok,Sulawesi Tengah,Program MBG sangat membantu keluarga kami! Anak-anak lebih sehat 🙏 #AntiStunting #ProgramGizi,Positif,20,21,6,#AntiStunting #ProgramGizi,False,Micro (<1k)
TW-009586,2024-05-01,2024,5,May,Twitter/X,Jawa Barat,Kapan program MBG mulai menjangkau kabupaten kami? #BalitaSehat #ProgramGizi #AntiStunting,Netral,31,0,6,#BalitaSehat #ProgramGizi #AntiStunting,False,Micro (<1k)
TW-009587,2024-01-01,2024,1,January,Instagram,DKI Jakarta,Transparansi anggaran MBG perlu diawasi lebih ketat #AntiStunting #ProgramPemerintah,Negatif,4,36,27,#AntiStunting #ProgramPemerintah,False,Micro (<1k)
TW-009588,2025-05-01,2025,5,May,Facebook,Sulawesi Tengah,"Mantap! Program MBG nyata hasilnya, berat badan balita naik #MBG",Positif,20,1,12,#MBG,False,Small (1k-10k)
TW-009589,2024-07-01,2024,7,July,Instagram,Kalimantan Barat,Distribusi MBG di daerah kami sering terlambat dan tidak merata 😤 #AntiStunting #IndonesiaSehat,Negatif,157,9,6,#AntiStunting #IndonesiaSehat,False,Micro (<1k)
TW-009590,2025-02-01,2025,2,February,Facebook,Jawa Tengah,MBG berdampak positif bagi masyarakat kurang mampu di daerah kami #IndonesiaSehat #ProgramGizi #ProgramPemerintah,Positif,43,4,22,#IndonesiaSehat #ProgramGizi #ProgramPemerintah,False,Micro (<1k)
TW-009591,2024-07-01,2024,7,July,Facebook,Sulawesi Selatan,"Mantap! Program MBG nyata hasilnya, berat badan balita naik #IndonesiaSehat",Positif,27,16,7,#IndonesiaSehat,False,Micro (<1k)
TW-009592,2025-05-01,2025,5,May,YouTube,Kalimantan Timur,Anak stunting berkurang berkat program gizi gratis ini #GiziAnak,Positif,22,7,6,#GiziAnak,False,Medium (10k-100k)
TW-009593,2024-05-01,2024,5,May,Twitter/X,Jawa Timur,"Kualitas makanan MBG perlu ditingkatkan, tidak selalu bergizi #IndonesiaSehat #AntiStunting #BalitaSehat",Negatif,11,1,11,#IndonesiaSehat #AntiStunting #BalitaSehat,False,Micro (<1k)
TW-009594,2025-05-01,2025,5,May,Instagram,Sulawesi Selatan,"Posyandu kami ramai berkat MBG, ibu-ibu antusias hadir #IndonesiaSehat",Positif,9,5,4,#IndonesiaSehat,True,Medium (10k-100k)
TW-009595,2024-10-01,2024,10,October,Twitter/X,DKI Jakarta,Update terbaru pelaksanaan program MBG di Jawa Barat #AntiStunting,Netral,21,1,0,#AntiStunting,False,Medium (10k-100k)
TW-009596,2025-01-01,2025,1,January,YouTube,Jawa Tengah,Program MBG sudah mulai di provinsi saya bulan ini #GiziAnak #GiziGratis #ProgramGizi,Netral,34,13,3,#GiziAnak #GiziGratis #ProgramGizi,True,Small (1k-10k)
TW-009597,2024-01-01,2024,1,January,Instagram,Jawa Tengah,Anggaran MBG 2025 berapa ya? Ada yang tahu? #GiziGratis,Netral,71,21,2,#GiziGratis,False,Micro (<1k)
TW-009598,2025-05-01,2025,5,May,Instagram,Sulawesi Selatan,Proses verifikasi penerima MBG berapa lama? #GiziAnak #GiziGratis #IndonesiaSehat,Netral,17,1,23,#GiziAnak #GiziGratis #IndonesiaSehat,False,Large (>100k)
TW-009599,2025-05-01,2025,5,May,Twitter/X,Lampung,Ada yang tahu syarat penerima manfaat MBG untuk balita? #GiziGratis #IndonesiaSehat #BalitaSehat,Netral,5,32,1,#GiziGratis #IndonesiaSehat #BalitaSehat,False,Small (1k-10k)
TW-009600,2025-04-01,2025,4,April,Twitter/X,Jawa Timur,"MBG baru diluncurkan di daerah kami, masih menunggu perkembangan #BalitaSehat #MakanBergiziGratis",Netral,35,0,0,#BalitaSehat #MakanBergiziGratis,False,Medium (10k-100k)
TW-009601,2024-01-01,2024,1,January,YouTube,Sulawesi Selatan,Birokrasi pendaftaran MBG terlalu rumit untuk masyarakat awam #ProgramGizi #MBG #GiziGratis,Negatif,44,22,23,#ProgramGizi #MBG #GiziGratis,False,Micro (<1k)
TW-009602,2025-04-01,2025,4,April,Twitter/X,Kalimantan Barat,Terima kasih pemerintah atas program makan bergizi gratis #BalitaSehat #AntiStunting,Positif,94,49,3,#BalitaSehat #AntiStunting,False,Medium (10k-100k)
TW-009603,2025-03-01,2025,3,March,Facebook,Riau,Kenapa program MBG belum sampai ke wilayah terpencil kami? #AnakIndonesia #ProgramPemerintah #MakanBergiziGratis,Negatif,93,23,15,#AnakIndonesia #ProgramPemerintah #MakanBergiziGratis,False,Small (1k-10k)
TW-009604,2024-03-01,2024,3,March,Twitter/X,Papua,Bagaimana mekanisme pendaftaran MBG untuk wilayah terpencil? #AntiStunting #GiziGratis,Netral,21,13,0,#AntiStunting #GiziGratis,False,Small (1k-10k)
